,ID,CASE_NUMBER,DATE,BLOCK,IUCR,PRIMARY_TYPE,DESCRIPTION,LOCATION_DESCRIPTION,ARREST,DOMESTIC,BEAT,DISTRICT,WARD,COMMUNITY_AREA_NUMBER,FBICODE,X_COORDINATE,Y_COORDINATE,YEAR,LATITUDE,LONGITUDE,LOCATION
113,6673746,HP746347,2008-12-22,070XX N CALIFORNIA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,False,2411,24,50.0,2.0,08B,1156438.0,1946416.0,2008,42.00875095,-87.69976766,"(42.008750949, -87.699767662)"
114,1353618,G056330,2001-01-27,078XX S SAWYER AV,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,True,True,835,8,,,08B,1156032.0,1852572.0,2001,41.75124194,-87.70379416,"(41.751241937, -87.703794164)"
115,5979106,HN772519,2007-12-22,081XX S GREEN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,613,6,21.0,71.0,08B,1172054.0,1850881.0,2007,41.74626491,-87.64513091,"(41.746264912, -87.645130909)"
116,10562980,HZ309936,2016-06-16,048XX S DREXEL BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,False,222,2,4.0,39.0,08B,1183133.0,1873130.0,2016,41.80706791,-87.60384375,"(41.807067906, -87.603843747)"
117,10179921,HY368284,2015-08-04,024XX S TROY ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1033,10,12.0,30.0,08B,1155747.0,1887668.0,2015,41.84755595,-87.7038968,"(41.847555951, -87.703896798)"
118,4006321,HL353697,2005-05-04,077XX S BURNHAM AVE,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",False,False,421,4,7.0,43.0,08B,1196066.0,1854156.0,2005,41.75469107,-87.55703869,"(41.754691074, -87.557038686)"
119,8142216,HT375934,2011-07-01,058XX S SANGAMON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,712,7,16.0,68.0,08B,1170970.0,1866261.0,2011,41.78849326,-87.64865431,"(41.788493256, -87.648654314)"
120,10879266,JA188596,2017-03-15,013XX W 49TH PL,454,BATTERY,AGG PO HANDS NO/MIN INJURY,APARTMENT,True,False,933,9,16.0,61.0,08B,1168264.0,1871930.0,2017,41.80410835,-87.65841301,"(41.804108351, -87.658413013)"
121,4430638,HL725506,2005-11-09,048XX N FRANCISCO AVE,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,2031,20,40.0,4.0,08B,1156348.0,1932071.0,2005,41.96938944,-87.70048881,"(41.96938944, -87.700488807)"
122,8718715,HV395700,2012-07-22,034XX W CERMAK RD,460,BATTERY,SIMPLE,SIDEWALK,False,False,1024,10,24.0,29.0,08B,1153675.0,1889243.0,2012,41.85191936,-87.71145926,"(41.85191936, -87.711459258)"
123,2391105,HH696901,2002-10-06,027XX E 75TH ST,460,BATTERY,SIMPLE,SIDEWALK,False,False,334,3,7.0,43.0,08B,1195735.0,1856117.0,2002,41.76008039,-87.55818693,"(41.760080391, -87.558186925)"
124,8155450,HT390647,2011-07-10,033XX W MAYPOLE AVE,460,BATTERY,SIMPLE,SIDEWALK,False,False,1123,11,28.0,27.0,08B,1154131.0,1900784.0,2011,41.88358005,-87.70947777,"(41.883580046, -87.709477772)"
125,3710918,HK815196,2004-12-18,023XX W OHIO ST,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,False,False,1313,12,26.0,24.0,04B,1160505.0,1903943.0,2004,41.89211908,-87.68598438,"(41.892119079, -87.685984378)"
126,11133668,JA490957,2017-10-29,107XX S LAFAYETTE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),False,True,513,5,34.0,49.0,08B,1177830.0,1833729.0,2017,41.69906886,-87.62448396,"(41.699068864, -87.624483962)"
127,3116759,HK103473,2004-01-02,028XX N MILWAUKEE AVE,460,BATTERY,SIMPLE,SIDEWALK,False,False,1412,14,35.0,21.0,08B,1152784.0,1918805.0,2004,41.93305809,-87.71394625,"(41.933058087, -87.713946247)"
128,4946261,HM556695,2006-08-23,009XX N CENTRAL PARK AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,False,False,1112,11,27.0,23.0,04B,1152207.0,1906086.0,2006,41.89816743,-87.71640292,"(41.898167434, -87.716402915)"
129,2281487,HH558381,2002-08-04,051XX W MADISON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1533,15,28.0,25.0,08B,1142023.0,1899535.0,2002,41.88038556,-87.75397078,"(41.880385563, -87.753970777)"
130,3434215,HK498590,2004-07-15,011XX N LA SALLE DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,False,1824,18,43.0,8.0,08B,1174938.0,1907711.0,2004,41.90214763,-87.63286559,"(41.90214763, -87.632865587)"
131,9806771,HX455839,2014-10-05,096XX S WOODLAWN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,511,5,8.0,50.0,08B,1185895.0,1841338.0,2014,41.71976292,-87.59471496,"(41.719762924, -87.594714959)"
132,7287599,HR703960,2009-12-24,047XX W SUPERIOR ST,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,False,False,1111,11,28.0,25.0,04B,1144674.0,1904545.0,2009,41.89408407,-87.74411014,"(41.894084068, -87.744110141)"
133,4349267,HL646682,2005-10-01,009XX W 103RD ST,460,BATTERY,SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,2232,22,34.0,73.0,08B,1171680.0,1836526.0,2005,41.70688095,-87.64692076,"(41.706880954, -87.646920763)"
134,8771351,HV445580,2012-08-24,034XX N HALSTED ST,460,BATTERY,SIMPLE,RESTAURANT,True,False,1925,19,44.0,6.0,08B,1170309.0,1923242.0,2012,41.94486792,-87.64941345,"(41.944867918, -87.649413445)"
135,1850651,G688026,2001-11-15,069XX S STEWART AV,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,False,False,732,7,,,04B,1174777.0,1859152.0,2001,41.76890134,-87.63490722,"(41.768901335, -87.634907215)"
136,2811745,HJ466766,2003-07-01,057XX S NORMAL BLVD,460,BATTERY,SIMPLE,SIDEWALK,False,False,711,7,3.0,68.0,08B,1173936.0,1867042.0,2003,41.79057107,-87.63775596,"(41.790571073, -87.637755959)"
137,4328714,HL632721,2005-09-23,020XX W 18TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1223,12,25.0,31.0,08B,1163120.0,1891403.0,2005,41.85765368,-87.67673292,"(41.85765368, -87.676732923)"
138,6514506,HP579910,2008-09-18,067XX S EBERHART AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,321,3,20.0,42.0,08B,1180737.0,1860533.0,2008,41.77255605,-87.61301853,"(41.772556054, -87.613018533)"
139,4424181,HL718742,2005-11-06,007XX N LAWNDALE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,False,True,1112,11,27.0,23.0,08B,1151588.0,1904632.0,2005,41.89418971,-87.71871472,"(41.894189705, -87.718714722)"
140,6644648,HP714065,2008-12-03,014XX N MENARD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2531,25,29.0,25.0,08B,1137418.0,1908965.0,2008,41.90634674,-87.77065305,"(41.906346741, -87.770653047)"
141,6644618,HP716225,2008-12-04,030XX S DR MARTIN LUTHER KING JR DR,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,2112,1,2.0,35.0,08B,1179306.0,1885032.0,2008,41.83981621,-87.61751617,"(41.839816207, -87.617516172)"
142,9337353,HW481295,2013-10-05,016XX S ST LOUIS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1021,10,24.0,29.0,08B,1153305.0,1891618.0,2013,41.85844398,-87.71275427,"(41.858443981, -87.712754265)"
143,7759940,HS568476,2010-10-17,033XX W 28TH ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,1032,10,22.0,30.0,04B,1154736.0,1885210.0,2010,41.84083118,-87.70767292,"(41.840831181, -87.707672922)"
144,11277173,JB213238,2018-04-06,022XX N PARKSIDE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2515,25,37.0,19.0,08B,1138350.0,1914356.0,2018,41.92112344,-87.76709866,"(41.92112344, -87.767098657)"
145,7670858,HS475732,2010-08-22,047XX W ALTGELD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,2521,25,31.0,19.0,08B,1144359.0,1916264.0,2010,41.92624818,-87.74497181,"(41.926248183, -87.744971814)"
146,7787295,HS595785,2010-11-01,079XX S ESSEX AVE,460,BATTERY,SIMPLE,SIDEWALK,False,False,422,4,7.0,46.0,08B,1194232.0,1852910.0,2010,41.75131717,-87.56380046,"(41.751317167, -87.563800456)"
147,7002482,HR408597,2009-07-03,030XX W JACKSON BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1124,11,28.0,27.0,08B,1156002.0,1898529.0,2009,41.87735457,-87.70266813,"(41.877354573, -87.702668131)"
148,8315579,HT542713,2011-10-14,034XX N PAULINA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,False,True,1924,19,32.0,6.0,08B,1164380.0,1922814.0,2011,41.94382121,-87.67121812,"(41.94382121, -87.671218121)"
149,3867425,HL240985,2005-03-18,025XX N HALSTED ST,460,BATTERY,SIMPLE,STREET,True,False,1933,19,43.0,7.0,08B,1170513.0,1917018.0,2005,41.92778453,-87.64884628,"(41.927784528, -87.648846284)"
150,2645724,HJ254782,2003-03-23,021XX N MAJOR AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,2515,25,29.0,19.0,04B,1138038.0,1913774.0,2003,41.91953201,-87.76825913,"(41.919532014, -87.768259126)"
151,3500168,HK561262,2004-08-16,038XX W FILLMORE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,1133,11,24.0,29.0,08B,1151050.0,1895100.0,2004,41.86804342,-87.72094045,"(41.868043424, -87.720940449)"
152,9068374,HW213573,2013-03-31,072XX S STONY ISLAND AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),True,False,324,3,5.0,43.0,08B,1188071.0,1857123.0,2013,41.76302702,-87.58624307,"(41.763027016, -87.586243072)"
153,1639049,G419948,2001-07-17,048XX W 45 ST,460,BATTERY,SIMPLE,STREET,False,False,814,8,,,08B,1145097.0,1874410.0,2001,41.81138164,-87.74331705,"(41.811381639, -87.743317053)"
154,3812293,HL177008,2005-02-11,067XX S MORGAN ST,460,BATTERY,SIMPLE,SIDEWALK,False,False,724,7,17.0,68.0,08B,1170803.0,1860231.0,2005,41.77194987,-87.64944248,"(41.771949874, -87.649442482)"
155,2961173,HJ639869,2003-09-19,054XX S WENTWORTH AVE,460,BATTERY,SIMPLE,DEPARTMENT STORE,False,False,232,2,3.0,37.0,08B,1175887.0,1869033.0,2003,41.79599104,-87.63054249,"(41.795991039, -87.630542489)"
156,4620332,HM217017,2006-03-06,067XX S EMERALD AVE,460,BATTERY,SIMPLE,SIDEWALK,False,False,723,7,6.0,68.0,08B,1172498.0,1860115.0,2006,41.7715944,-87.64323257,"(41.771594402, -87.643232569)"
157,4044375,HL388623,2005-05-30,008XX S SPRINGFIELD AVE,460,BATTERY,SIMPLE,SIDEWALK,False,False,1133,11,24.0,26.0,08B,1150520.0,1895862.0,2005,41.8701448,-87.7228663,"(41.870144798, -87.7228663)"
158,9999493,HY189363,2015-03-18,001XX N STATE ST,460,BATTERY,SIMPLE,DEPARTMENT STORE,True,False,111,1,42.0,32.0,08B,1176338.0,1901346.0,2015,41.88465026,-87.62791546,"(41.884650262, -87.627915459)"
159,7692081,HS498285,2010-09-04,006XX W MELROSE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2332,19,44.0,6.0,08B,1171428.0,1921885.0,2010,41.94111969,-87.64534052,"(41.941119685, -87.645340518)"
160,5378309,HN224900,2007-03-13,023XX S WASHTENAW AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,1034,10,28.0,30.0,04B,1158737.0,1888170.0,2007,41.84887283,-87.69290967,"(41.848872832, -87.692909673)"
161,6982403,HR387668,2009-06-21,021XX W 63RD ST,460,BATTERY,SIMPLE,SIDEWALK,True,False,726,7,15.0,67.0,08B,1163273.0,1862841.0,2009,41.77927306,-87.67697216,"(41.779273063, -87.676972155)"
162,2679112,HJ294892,2003-04-11,048XX W HURON ST,460,BATTERY,SIMPLE,RESIDENCE,False,False,1532,15,28.0,25.0,08B,1143908.0,1904200.0,2003,41.89315175,-87.74693211,"(41.893151749, -87.746932109)"
163,4448011,HL745027,2005-11-19,0000X E 69TH ST,460,BATTERY,SIMPLE,STREET,True,False,322,3,6.0,69.0,08B,1177600.0,1859277.0,2005,41.76918098,-87.62455576,"(41.769180977, -87.624555758)"
164,1729799,G533278,2001-09-06,045XX S DREXEL BL,041A,BATTERY,AGGRAVATED: HANDGUN,OTHER,False,False,2123,2,,,04B,1182923.0,1874774.0,2001,41.81158406,-87.60456282,"(41.811584058, -87.604562822)"
165,2495142,HH827769,2002-12-09,050XX W DIVISION ST,460,BATTERY,SIMPLE,OTHER COMMERCIAL TRANSPORTATION,False,False,2533,25,37.0,25.0,08B,1142729.0,1907525.0,2002,41.90229796,-87.75117933,"(41.902297963, -87.751179331)"
166,2341955,HH639427,2002-09-10,005XX N WALLER AVE,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,1512,15,29.0,25.0,08B,1138238.0,1903181.0,2002,41.89045993,-87.76778089,"(41.890459933, -87.767780886)"
167,3672175,HK771992,2004-11-25,018XX S SAWYER AVE,460,BATTERY,SIMPLE,APARTMENT,False,False,1022,10,24.0,29.0,08B,1154987.0,1890842.0,2004,41.85628102,-87.70660101,"(41.856281024, -87.706601006)"
168,2584554,HH867007,2002-12-30,040XX W IRVING PARK RD,499,BATTERY,AGGRAVATED DOMESTIC BATTERY,RESIDENCE,True,True,1732,17,39.0,16.0,04B,1148845.0,1926278.0,2002,41.95364179,-87.72822799,"(41.953641789, -87.728227991)"
169,2903068,HJ575773,2003-08-20,016XX W MADISON ST,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,True,False,1211,12,2.0,28.0,08B,1165476.0,1900090.0,2003,41.88144179,-87.66783781,"(41.881441785, -87.667837814)"
170,6720028,HR136920,2009-01-24,014XX S BLUE ISLAND AVE,460,BATTERY,SIMPLE,CHA APARTMENT,False,False,1231,12,2.0,28.0,08B,1168361.0,1893107.0,2009,41.86221801,-87.65744617,"(41.862218007, -87.657446166)"
171,8223830,HT457930,2011-08-20,041XX W NORTH AVE,460,BATTERY,SIMPLE,SMALL RETAIL STORE,False,False,2534,25,30.0,23.0,08B,1148672.0,1910317.0,2011,41.90984675,-87.72927735,"(41.909846748, -87.72927735)"
172,1363954,G070193,2001-02-03,004XX W WRIGHTWOOD AV,460,BATTERY,SIMPLE,RESIDENCE,False,False,2333,19,,,08B,1172852.0,1918278.0,2001,41.93119046,-87.640214,"(41.93119046, -87.640214004)"
173,3020236,HJ724585,2003-10-29,015XX S HAMLIN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1014,10,24.0,29.0,08B,1151293.0,1892263.0,2003,41.86025361,-87.72012274,"(41.860253606, -87.720122737)"
174,6016285,HP121474,2008-01-13,026XX N HALSTED ST,460,BATTERY,SIMPLE,STREET,False,False,1933,19,43.0,7.0,08B,1170490.0,1917716.0,2008,41.92970038,-87.64891033,"(41.929700376, -87.648910326)"
175,1465880,G198370,2001-04-07,0000X N PINE AV,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,False,True,1522,15,,,04B,1139534.0,1900041.0,2001,41.88181984,-87.76309792,"(41.881819836, -87.763097916)"
176,3017838,HJ723825,2003-10-28,044XX S DREXEL BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2123,2,4.0,39.0,08B,1182938.0,1875792.0,2003,41.81437718,-87.60447613,"(41.814377178, -87.604476134)"
177,2804858,HJ458342,2003-06-28,015XX N WELLS ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1821,18,43.0,8.0,08B,1174421.0,1910623.0,2003,41.91014987,-87.63467747,"(41.910149869, -87.634677466)"
178,6481371,HP558812,2008-09-07,041XX W 57TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,813,8,13.0,62.0,08B,1149766.0,1866484.0,2008,41.78954227,-87.7263965,"(41.789542268, -87.726396498)"
179,10003235,HY192694,2015-03-21,064XX S OAKLEY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,False,825,8,15.0,66.0,08B,1162182.0,1861826.0,2015,41.77651055,-87.68100012,"(41.776510546, -87.681000121)"
180,5663639,HN472326,2007-07-17,010XX N KEYSTONE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1111,11,37.0,23.0,08B,1149197.0,1906636.0,2007,41.89973555,-87.72744421,"(41.899735553, -87.727444212)"
181,3663835,HK756778,2004-11-17,054XX S LAFLIN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,932,9,16.0,61.0,08B,1167261.0,1868636.0,2004,41.79509079,-87.66218586,"(41.795090788, -87.662185864)"
182,2423472,HH741961,2002-10-27,010XX N WALLER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1511,15,29.0,25.0,08B,1138162.0,1906418.0,2002,41.89934404,-87.76798167,"(41.89934404, -87.767981666)"
183,11110571,JA460432,2017-10-05,076XX S HOMAN AVE,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",False,False,835,8,18.0,70.0,08B,1155024.0,1853614.0,2017,41.75412154,-87.70746025,"(41.754121535, -87.707460248)"
184,1419496,G140454,2001-03-11,077XX S SOUTH SHORE DR,460,BATTERY,SIMPLE,APARTMENT,False,False,421,4,,,08B,1197205.0,1854743.0,2001,41.75627357,-87.55284517,"(41.756273565, -87.552845167)"
185,9589300,HX239866,2014-04-28,003XX S MOZART ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,False,False,1124,11,2.0,27.0,04B,1157437.0,1898367.0,2014,41.87688097,-87.6974036,"(41.876880974, -87.697403598)"
186,4766490,HM378171,2006-05-28,044XX S PRINCETON AVE,460,BATTERY,SIMPLE,STREET,True,False,935,9,3.0,37.0,08B,1175024.0,1875681.0,2006,41.81425311,-87.63350864,"(41.814253111, -87.633508643)"
187,9035595,HW182288,2013-03-06,046XX S LANGLEY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,221,2,4.0,38.0,08B,1181712.0,1874461.0,2013,41.81075326,-87.60901434,"(41.810753256, -87.609014335)"
188,10549382,HZ295843,2016-06-06,015XX S HOMAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1021,10,24.0,29.0,08B,1153951.0,1892227.0,2016,41.86010231,-87.7103668,"(41.860102309, -87.710366798)"
189,5080475,HM673431,2006-10-21,094XX S WENTWORTH AVE,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,False,True,634,6,21.0,49.0,04B,1176612.0,1842280.0,2006,41.72256142,-87.62868748,"(41.72256142, -87.628687477)"
190,6270946,HP352546,2008-05-23,051XX S WOOD ST,460,BATTERY,SIMPLE,SIDEWALK,False,False,932,9,16.0,61.0,08B,1165214.0,1870708.0,2008,41.80082022,-87.66963358,"(41.800820216, -87.669633576)"
191,6939024,HR286405,2009-04-25,052XX W CONGRESS PKWY,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1522,15,29.0,25.0,08B,1141598.0,1897182.0,2009,41.87393649,-87.75558951,"(41.873936494, -87.755589514)"
192,6780581,HR195987,2009-03-02,001XX W 75TH ST,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,SIDEWALK,True,False,731,7,6.0,69.0,04B,1176514.0,1855256.0,2009,41.75817139,-87.62865724,"(41.758171386, -87.628657244)"
193,9116765,HW261668,2013-05-05,003XX N PULASKI RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1114,11,28.0,26.0,08B,1149673.0,1901704.0,2013,41.88619239,-87.72582411,"(41.886192389, -87.725824111)"
194,11137994,JA496716,2017-11-02,008XX N WASHTENAW AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1211,12,26.0,24.0,08B,1158244.0,1905393.0,2017,41.89614452,-87.69424841,"(41.896144516, -87.694248407)"
195,11014534,JA344492,2017-07-12,009XX E 132ND PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,533,5,9.0,54.0,08B,1185380.0,1817834.0,2017,41.65527698,-87.59733674,"(41.655276978, -87.597336736)"
196,10584429,HZ334220,2016-07-03,023XX W PRATT BLVD,460,BATTERY,SIMPLE,STREET,True,False,2412,24,50.0,2.0,08B,1159476.0,1945090.0,2016,42.00505013,-87.68862676,"(42.005050125, -87.68862676)"
197,6806337,HR217367,2009-03-15,051XX W KINZIE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1532,15,28.0,25.0,08B,1142136.0,1902250.0,2009,41.88783376,-87.75348849,"(41.887833763, -87.753488486)"
198,8594911,HV268964,2012-05-02,030XX S HAYNES CT,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,913,9,11.0,60.0,14,1168714.0,1884562.0,2012,41.83876214,-87.65639763,"(41.838762141, -87.65639763)"
199,11127628,JA483294,2017-10-23,072XX S DAMEN AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,False,False,735,7,17.0,67.0,14,1164274.0,1856746.0,2017,41.76252653,-87.67347381,"(41.76252653, -87.673473808)"
200,7937542,HT169840,2011-02-18,029XX W 36TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,913,9,12.0,58.0,14,1157190.0,1880621.0,2011,41.82818901,-87.698792,"(41.828189011, -87.698792003)"
201,8388644,HT621306,2011-12-06,067XX W IMLAY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1611,16,41.0,10.0,14,1130269.0,1942692.0,2011,41.99902303,-87.796138,"(41.99902303, -87.796137998)"
202,7468176,HS269736,2010-04-22,051XX S INGLESIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,2124,2,4.0,41.0,14,1183412.0,1871257.0,2010,41.80192174,-87.60287886,"(41.801921744, -87.602878856)"
203,3225932,HK243330,2004-03-16,106XX S EWING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,432,4,10.0,52.0,14,1202181.0,1834924.0,2004,41.70176349,-87.53528303,"(41.70176349, -87.535283026)"
204,2048711,HH262924,2002-03-24,055XX W HARRISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,False,True,1522,15,,,14,1139534.0,1896770.0,2002,41.87284378,-87.76317771,"(41.872843784, -87.763177706)"
205,4303010,HL613433,2005-09-15,023XX W AUGUSTA BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1312,12,32.0,24.0,14,1160685.0,1906600.0,2005,41.89940638,-87.68524961,"(41.899406378, -87.685249607)"
206,10079280,HY267896,2015-05-20,115XX S STEWART AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),False,True,522,5,34.0,53.0,14,1175695.0,1828405.0,2015,41.68450696,-87.63245993,"(41.684506962, -87.632459932)"
207,5758092,HN568531,2007-09-04,052XX S CARPENTER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,934,9,16.0,61.0,14,1170202.0,1870108.0,2007,41.79906661,-87.65135838,"(41.799066605, -87.651358383)"
208,7881407,HT112422,2011-01-09,039XX S ROCKWELL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,914,9,12.0,58.0,14,1159685.0,1878264.0,2011,41.82167019,-87.68970283,"(41.821670189, -87.689702831)"
209,8805149,HV479133,2012-09-17,014XX W OAKDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1932,19,32.0,6.0,14,1166189.0,1919683.0,2012,41.93519105,-87.66465887,"(41.935191052, -87.664658867)"
210,8921352,HV592346,2012-12-07,016XX N KILDARE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2534,25,30.0,23.0,14,1147474.0,1910521.0,2012,41.91042961,-87.73367311,"(41.910429612, -87.733673107)"
211,2325074,HH619797,2002-09-01,019XX S MAY ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,False,False,1233,12,25.0,31.0,14,1169104.0,1890750.0,2002,41.85573412,-87.65478711,"(41.855734119, -87.654787112)"
212,10624311,HZ376709,2016-08-03,079XX S INGLESIDE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,624,6,8.0,44.0,14,1183941.0,1852494.0,2016,41.75042201,-87.60152439,"(41.750422009, -87.601524389)"
213,8899397,HV573337,2012-11-23,013XX S CHRISTIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1021,10,24.0,29.0,14,1154243.0,1893666.0,2012,41.86404527,-87.70925654,"(41.864045266, -87.70925654)"
214,3906764,HL269210,2005-04-01,033XX W DICKENS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1413,14,26.0,22.0,14,1153647.0,1913754.0,2005,41.91918058,-87.71090952,"(41.919180579, -87.710909516)"
215,4249096,HL567458,2005-08-11,066XX S CALIFORNIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,False,831,8,15.0,66.0,14,1158855.0,1860454.0,2005,41.77281419,-87.69323424,"(41.772814187, -87.693234244)"
216,7260480,HR674429,2009-12-04,056XX S RICHMOND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,824,8,14.0,63.0,14,1157675.0,1867038.0,2009,41.79090565,-87.69738135,"(41.790905647, -87.697381345)"
217,4606754,HM200888,2006-02-25,069XX W HIGGINS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1613,16,41.0,10.0,14,1129154.0,1935641.0,2006,41.97969354,-87.80040126,"(41.979693542, -87.800401259)"
218,9817983,HX467661,2014-10-14,013XX S HOMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,True,1021,10,24.0,29.0,14,1153916.0,1893520.0,2014,41.86365114,-87.71046084,"(41.863651143, -87.71046084)"
219,9801245,HX448587,2014-09-28,113XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,531,5,9.0,50.0,14,1181588.0,1829877.0,2014,41.68841275,-87.6108423,"(41.688412751, -87.610842301)"
220,7399281,HS200939,2010-03-10,053XX W CONGRESS PKWY,1320,CRIMINAL DAMAGE,TO VEHICLE,"SCHOOL, PUBLIC, GROUNDS",False,False,1522,15,29.0,25.0,14,1140822.0,1897164.0,2010,41.8739014,-87.7584391,"(41.873901397, -87.758439102)"
